stock1,stock2,coint_score,pvalue,correlation
LUV,NDSN,-2.977024843941352,0.1157681824480652,-0.3401778428315437
MAS,SYK,-2.9769426317768666,0.11578845385741898,0.8407367301676064
BIIB,CTSH,-2.976888742054481,0.1158017431042308,-0.15305127675997188
ITW,TTD,-2.9768346112855344,0.11581509292910636,0.8563148703853076
BIIB,NDAQ,-2.9767744351933585,0.11582993499833655,-0.3233826835912018
PSA,WAT,-2.9767221913957886,0.11584282175599975,0.8881297455809815
DOC,VRSN,-2.976702218750617,0.1158477486045209,0.8127829992702109
A,KLAC,-2.976649983359516,0.11586063475415592,0.9637787599512275
CAG,CAH,-2.9765897411303586,0.1158754974578654,0.6190457290484651
TXN,VTRS,-2.976487256608148,0.11590078523850705,-0.8037740052015245
HON,PODD,-2.9763948872295387,0.11592358063161962,0.8378375019729667
STT,UPS,-2.9763384022256956,0.11593752192679363,0.4766594796390377
CASY,SO,-2.976269059136538,0.11595463847410475,0.9209644854068149
AXON,BMY,-2.9762217052031223,0.11596632832400017,0.6410329794273114
AIZ,TDG,-2.9762186967134885,0.11596707103287207,0.8912217717209814
HWM,SYY,-2.9762139994578183,0.11596823065615347,0.8532067823142868
SNPS,WTW,-2.9761957881040355,0.11597272661978242,0.9117845330744263
AXON,IRM,-2.9761902724931084,0.11597408832246303,0.6913353773803353
AEP,HWM,-2.976052433371369,0.11600812210115474,0.7011473611396536
AMCR,CMG,-2.9760499817285186,0.11600872750173025,0.7863797331270556
DRI,TXT,-2.976012226447305,0.11601805096100437,0.7377120547804803
AXON,FIX,-2.975987804126606,0.11602408221405291,0.7411806052907005
BSX,URI,-2.9759771199780096,0.11602672080785986,0.4372284230817909
IBKR,SJM,-2.9759689675529746,0.1160287341884198,0.5928767099801545
BIIB,BKNG,-2.975950696732551,0.11603324657331654,-0.15348881484730253
AON,TMO,-2.975914956181999,0.11604207387125831,0.9460248844190178
ARE,TECH,-2.975913705033359,0.11604238289233226,0.9194409113124697
EXR,IQV,-2.9758730068626558,0.11605243526116049,0.9318215739142561
IFF,MET,-2.9758551985979147,0.11605683407034645,0.22408901182409519
TTD,WSM,-2.9758485686513776,0.1160584717611029,0.8862164701516536
CMCSA,TTWO,-2.9758393316402527,0.11606075346224831,0.7645149402689918
PEP,WTW,-2.975824015173494,0.11606453696694258,0.8840448870432726
DGX,TMUS,-2.9757750404858174,0.11607663540567137,0.8515764454505567
DGX,TECH,-2.9757731205678035,0.11607710971070012,0.8931466222334762
IFF,KHC,-2.9757684934964392,0.11607825280874157,0.2371863112561141
BSX,XOM,-2.9757468451730436,0.11608360104431614,0.24525362710531565
BA,TDY,-2.975742330961353,0.11608471630687478,-0.5827986719590897
CTAS,NCLH,-2.9756918803289056,0.11609718097148874,-0.6569886539269325
BRO,STE,-2.9756426511124228,0.11610934481894897,0.9576303781506835
ALL,CBRE,-2.975635000259829,0.11611123532168582,0.8910144127013964
FTV,TRGP,-2.975576976079197,0.11612557366354886,0.4416273559961795
AVB,BDX,-2.975567026847058,0.1161280323474726,0.6022398485560932
BKNG,RVTY,-2.9755441962316054,0.11613367446275402,0.5612448883193044
CHRW,EXPD,-2.97550885406047,0.11614240895041855,0.7161176112827282
MCD,TJX,-2.975432394329897,0.11616130692095439,0.8765012764241406
CASY,HUBB,-2.97542712057838,0.11616261047783999,0.8932866298076315
ABT,UPS,-2.975410699233759,0.11616666954699928,0.8704890946936487
BKNG,MS,-2.975400378335677,0.11616922074614017,0.6902587292295455
DRI,IBKR,-2.975349533309582,0.11618178961626119,0.6102898943395099
APO,POOL,-2.9753336499657044,0.11618571617858586,0.9400916065996412
AON,LEN,-2.9753151242188807,0.11619029610008558,0.8061686002417646
CME,LVS,-2.9752489600014544,0.11620665425874854,-0.5132768555763739
ARE,ROK,-2.975146343741979,0.11623202803235794,0.8682110049987705
BKNG,WSM,-2.975080141594913,0.11624839991444891,0.6044726285531684
MSI,RJF,-2.975066576657149,0.11625175475264138,0.8123240309125765
EW,PPL,-2.97499782300582,0.11626875979233875,0.6382043169336429
DGX,ON,-2.9749471637141713,0.11628129067808235,0.8641851540031925
BA,CMI,-2.9748557445178068,0.11630390630167808,-0.5689672810330761
CME,KKR,-2.974794901139572,0.11631895976649825,0.7592820070051235
ABT,NXPI,-2.974789571138081,0.1163202785486902,0.8484954977305783
AMAT,GOOGL,-2.974716686303243,0.1163383132776104,0.9607303516920956
APO,MPWR,-2.97465656353943,0.11635319169663538,0.9373120154592686
FTV,L,-2.9746171168276976,0.11636295423251619,0.48302356561228
CBOE,MTB,-2.97459494449779,0.11636844185467682,0.6192804192080537
POOL,PPG,-2.974589440124503,0.11636980420937765,0.8312670590916315
CDW,IQV,-2.974564855416801,0.11637588916808256,0.963717237153629
FTV,MDT,-2.974497413296264,0.11639258296834859,0.4211961088572496
DHI,FTNT,-2.9744452373703463,0.11640549917502546,0.8731621324787364
IFF,L,-2.974408688955721,0.11641454740527613,0.33890273223201567
BRK-B,KDP,-2.9743969117896145,0.11641746316943152,0.8052091464867305
BAC,GOOG,-2.9743447425150604,0.11643037976947562,0.8367303603430528
AEP,DLTR,-2.9743426819812733,0.11643088995914458,0.6254896232902887
MGM,ON,-2.9743348513992256,0.11643282883204176,0.7331261612885834
DLTR,MRSH,-2.974329668827594,0.11643411206365284,0.7201442829791176
HUBB,ORCL,-2.9742680629538163,0.11644936679797102,0.9132062248444696
BIIB,COO,-2.974242126913984,0.1164557894746811,-0.2544344275872444
KDP,PCG,-2.9742338974438467,0.11645782743596311,-0.71200175478755
EVRG,TXN,-2.9741600459694326,0.11647611733177898,0.719807621302825
ETN,MPWR,-2.9741420129188434,0.11648058368032993,0.9589831670851009
AWK,TECH,-2.974068932804776,0.1164986851448323,0.9247909695536904
BKNG,PSA,-2.974038833349014,0.1165061411867287,0.5310659690463408
AMAT,EXPD,-2.9739858331312226,0.11651927091383452,0.9231024016760857
AVY,WTW,-2.9739237657860658,0.1165346482272887,0.8736932558912592
APA,VRSN,-2.9739211986081995,0.11653528428321708,-0.41251236440687233
LOW,PLD,-2.9738375853152625,0.11655600210384903,0.9484709883442691
CASY,DUK,-2.973798878882701,0.11656559376013831,0.8921395560866459
BIIB,RMD,-2.9737351611164557,0.11658138462574447,-0.30901434313778686
CHRW,TRGP,-2.97372262678183,0.11658449113523867,0.5762256331951959
IEX,MRSH,-2.9737110113999954,0.11658736994606678,0.9217839271128964
CHRW,EMR,-2.973691805208504,0.11659213021404946,0.7472176084034224
APH,HSIC,-2.9736811180521654,0.11659477909539473,0.8278297209277131
CBRE,HCA,-2.973655279137344,0.11660118362251176,0.9304043767528166
GL,JNJ,-2.973641390330241,0.1166046262599914,0.6751929184213201
CSX,MAA,-2.9735550182325783,0.11662603711464425,0.9118730659728322
AMCR,MCK,-2.9735516722819195,0.1166268666037022,0.821018170956952
CRH,NEE,-2.9735071656027774,0.11663790059498541,0.7736258353865799
HPE,SPG,-2.9734844060449275,0.11664354338906985,0.8404995879274254
LVS,MKC,-2.9734589450554947,0.11664985619007573,-0.5586151705589971
CCL,NEE,-2.9734038512177032,0.1166635170272261,-0.8085258820551948
BAC,LEN,-2.9733721466682046,0.11667137889015045,0.7979555000213977
AMCR,WMT,-2.9733311869514383,0.11668153636132872,0.7391452751501727
GE,JBHT,-2.9733087093156594,0.11668711079702643,0.33076579098162334
JBL,JCI,-2.9732842844058243,0.11669316837814786,0.9449120488021737
DHR,KEYS,-2.973245115063789,0.11670288318621774,0.9621541763832442
KHC,LYB,-2.973130038314503,0.11673142805907605,0.6258381401012716
CBOE,ETN,-2.9731297680049122,0.1167314951156404,0.5632491706363372
LVS,PNC,-2.9730686440444645,0.11674665906256343,-0.33965466026509433
MSI,SMCI,-2.9729878764290163,0.11676669853992411,0.8253699631512111
ON,WMB,-2.972960283160092,0.11677354536468854,0.8490095969012019
CAG,ROK,-2.972942792607684,0.11677788551678692,0.6089912415741602
BBY,PNR,-2.972823190012078,0.11680756721508018,0.8291244684374521
ARE,GOOGL,-2.972771354593385,0.11682043290765204,0.8910775356786026
FTV,LITE,-2.972757491533979,0.11682387393424148,0.23601820933335646
CHRW,MSFT,-2.9727196420118056,0.11683326915447795,0.6089029927193838
ACN,IEX,-2.972658048296049,0.11684855948415995,0.9491989461797492
ELV,PGR,-2.972635450199382,0.11685416971835133,0.9079575384792588
BSX,NWS,-2.9726295283829463,0.11685563990943965,0.3936737405687527
IQV,WTW,-2.9725850667965767,0.11686667868652728,0.9057831588697695
EMR,IBKR,-2.972464191274061,0.11689669315783446,0.7147317048450254
MDLZ,TSCO,-2.972444173500539,0.11690166429902021,0.9167006823916568
AEP,RSG,-2.9724341161822307,0.11690416195584213,0.8622819916839941
BSX,TECH,-2.972424596977714,0.11690652601258417,0.6660867083912105
ADP,IT,-2.9723652050360414,0.11692127656326945,0.9249571590161778
BBY,DLR,-2.9723555989889214,0.11692366244506613,0.8108670117248563
DXCM,PG,-2.972352871316735,0.11692433993147494,0.9034325508703583
HWM,IR,-2.9722419089071384,0.11695190271104244,0.9069473077487694
COST,MCHP,-2.9722001963274973,0.11696226525000342,0.8462204967395558
GL,SHW,-2.972185883545616,0.11696582109040027,0.5951018239459517
HLT,MRSH,-2.972132913696519,0.11697898151357328,0.9148286509845768
AXON,NVDA,-2.9720740745816117,0.11699360144456461,0.8535216485197689
CBOE,KKR,-2.972055383548723,0.11699824594376362,0.5334161853587909
ADSK,CSGP,-2.971913469479026,0.1170335143414164,0.9156051480487716
FISV,LDOS,-2.971884389611537,0.11704074222107308,0.853217373469195
NDAQ,URI,-2.971872348105184,0.1170437352664988,0.8915446791254349
AVGO,DHI,-2.9718198599369017,0.11705678242306838,0.917190504289033
HSIC,TSLA,-2.971662715625994,0.1170958507200689,0.6837089798555513
KEYS,MA,-2.9716530321985877,0.11709825847179384,0.9281316072343271
AXON,DPZ,-2.971644140797987,0.1171004693208953,0.8920432145476459
LVS,NOC,-2.9716370429349572,0.11710223422852323,-0.6046791341271881
BAC,GOOGL,-2.9716343422522087,0.11710290576757154,0.8382528530205882
PEG,POOL,-2.971408844864785,0.11715898691365839,0.8099725260753916
AEE,IR,-2.971352613097527,0.11717297482814998,0.7481916630485775
PTC,SJM,-2.971321487176325,0.11718071807624547,0.6473438046777731
BKNG,POOL,-2.971235049907819,0.1172022232024611,0.4888965470559284
C,XEL,-2.971200774572276,0.11721075152754112,-0.21988415871292516
AMD,DOV,-2.9711981949896775,0.1172113933930044,0.9116159564249097
GOOGL,UNP,-2.9711554909517877,0.11722201961580447,0.9289544349988644
HPQ,PFE,-2.9711050205953016,0.11723457928051484,0.8392836568204689
EL,TDY,-2.9710923606199064,0.11723772990040943,0.9286055790113698
CPB,PSKY,-2.9710771333886656,0.1172415195022179,-0.6312719485372159
HUBB,HUM,-2.9710755978962866,0.11724190164530124,0.8664081453129348
BIIB,FSLR,-2.9710451228426966,0.11724948626317622,-0.2893081305968421
SHW,VMC,-2.9709799176280387,0.1172657157244062,0.8792466483317898
HUM,TMUS,-2.9709341769527247,0.1172771014859344,0.8965001433904857
ADI,GIS,-2.970872424856581,0.1172924741018394,0.8424529567879772
ADP,AJG,-2.970864449469975,0.11729445960933832,0.9509108265520207
BKNG,LEN,-2.970861275510757,0.11729524978731498,0.642453033787016
IFF,RL,-2.9708447275706376,0.11729936956923254,0.4722384313731275
AON,KR,-2.970836171923618,0.11730149962847591,0.8537249675864279
BRO,QCOM,-2.970823553745219,0.11730464116916012,0.9370923347531936
HII,INTC,-2.9708219307572317,0.11730504524806062,-0.3149877057467547
BSX,GD,-2.970800336401263,0.11731042174026551,0.3014652368822765
NOC,SJM,-2.970772996299064,0.11731722905044045,0.820801571654246
ABT,KKR,-2.9707498129578367,0.11732300161256048,0.921705426218849
AON,BRO,-2.9707206629122203,0.11733026015838821,0.9708550236985318
A,HON,-2.9707169161592364,0.11733119314762375,0.911219125858577
IFF,PFG,-2.970708149376379,0.11733337620965484,0.17791500407303734
AON,WMT,-2.9706961832624823,0.11733635600206083,0.885899600316907
BBY,COHR,-2.9706932544041913,0.11733708535258797,0.7652403487437409
DUK,KLAC,-2.970664506600774,0.11734424436935648,0.8917544298108726
BR,TTD,-2.9705574323009776,0.11737091173650399,0.8740007523884398
AVY,BLK,-2.9705365950629394,0.11737610187014968,0.9498135741234753
BR,PFG,-2.9705103855322235,0.11738263037345997,0.6477106663508918
BA,NEM,-2.970506415386996,0.11738361931595259,-0.7515204154311218
MDLZ,MRSH,-2.9704347463187495,0.11740147276459972,0.9403025491372198
PTC,VMC,-2.9703688506654977,0.11741788976825457,0.7048259317187658
HSIC,TDY,-2.9703605284532633,0.11741996325442994,0.754712081594945
DE,PWR,-2.97034293698009,0.1174243462736641,0.9778822934654827
PFG,WMB,-2.970288915123723,0.11743780689209643,0.9092414695763728
DRI,EXC,-2.970280856376251,0.1174398149866529,0.7408497669489017
AZO,CB,-2.9702470907281837,0.11744822905272434,0.8746620063404054
HUBB,ORLY,-2.9702415965188282,0.11744959819751077,0.9196061074147774
DRI,RVTY,-2.9701901331467524,0.1174624233273932,0.7140611958437866
DHI,TTD,-2.970177216791081,0.11746564236025087,0.8608723861015792
ALLE,STE,-2.97016717765291,0.11746814437374603,0.8356198578413586
IRM,STLD,-2.970145211828304,0.11747361896381708,0.9193108488598986
INTU,LRCX,-2.9701414301619904,0.11747456149569929,0.9258398453649551
MMM,PEP,-2.970115946323437,0.11748091316145398,-0.47649823053640283
AKAM,WST,-2.970114700911946,0.11748122357791513,0.8921767216722395
AME,CASY,-2.970042260229028,0.11749928032243734,0.9080962957681135
ETR,TDG,-2.9699943138489866,0.1175112326820878,0.8977179430116685
RMD,RVTY,-2.969965169918558,0.11751849829317906,0.9139702706008241
BIIB,MKC,-2.9699110161364457,0.11753199976531203,-0.43543255960514754
BLK,MNST,-2.9699042746730626,0.11753368060851727,0.9008636990905899
ABT,KLAC,-2.969868311354422,0.11754264761109018,0.9401933295819022
FTV,TJX,-2.9698613580372184,0.1175443813917636,0.4875099826754989
FDS,PLD,-2.969781432119236,0.11756431194102496,0.9515348353251425
PHM,TMUS,-2.9697089454030783,0.11758238958553507,0.8322339738077742
AIZ,HLT,-2.9696990865334882,0.11758484847221001,0.9030890399447382
ABT,CRH,-2.9696563895274832,0.11759549790969043,0.8103025224949836
FAST,TSLA,-2.9694951854267044,0.11763571166177161,0.9453075471849046
IBKR,TPR,-2.9694925277303597,0.11763637473199862,0.7703638361139258
CAG,TXN,-2.9693237032649806,0.11767850049639811,0.5898765081810152
CASY,PODD,-2.969310718796436,0.11768174089423666,0.9173072419301372
AWK,CMI,-2.9692958121358344,0.11768546107455047,0.8567693946360221
EMR,PH,-2.9692723302800426,0.11769132149911016,0.9522136142397115
AWK,CASY,-2.969265772383533,0.11769295820793024,0.9267275338828975
IP,NTAP,-2.9692293674193277,0.1177020444031106,0.7584714706915262
IR,TSCO,-2.9692052204546933,0.11770807144986911,0.8750287049718584
CRH,V,-2.9691623544132737,0.11771877131118708,0.7911701473666964
DLTR,LHX,-2.9691441706308193,0.11772331041092648,0.6555839003238058
AMCR,EFX,-2.9690426391821414,0.11774865742050733,0.8116592074576396
ABT,LIN,-2.969037027882259,0.11775005838136532,0.951518200176322
CBRE,JPM,-2.9690016873663243,0.11775888205245594,0.9309275878180819
COR,PWR,-2.9689487836950192,0.11777209172935366,0.9580824434533641
EVRG,VRSK,-2.9688513577984046,0.11779642115338773,0.7573558012563383
CB,CF,-2.968827317408667,0.11780242514603817,0.8892488773614926
AMCR,ANET,-2.9688234943371956,0.1178033799638738,0.7893041239758922
ARE,WTW,-2.9687603162036837,0.11781915962379746,0.903003938763911
ALL,CVS,-2.968725526671018,0.11782784948209263,0.8340559213074906
PWR,SNA,-2.9686741728229262,0.11784067770001166,0.9101549686499373
AEE,MCK,-2.9686739602568464,0.11784073080126856,0.7378773103818098
BR,NTRS,-2.9685919175969024,0.11786122724364723,0.6255852223439163
CDNS,NVR,-2.9683965458056054,0.11791004690390178,0.8764756588051857
IBKR,NWS,-2.968329255145832,0.11792686499895844,0.7823243684116025
BIIB,EQT,-2.968323911156131,0.11792820070924948,-0.23774453413997088
BIIB,CVS,-2.96831900992538,0.11792942576339716,-0.286233060379448
BKR,OXY,-2.9682667431126895,0.11794249034625198,0.8132598930524696
RTX,XOM,-2.968259074481988,0.11794440728258015,0.816268279796549
CNC,GILD,-2.9681300569383073,0.11797666138812041,0.40221188541892
BKR,VLO,-2.96811521137415,0.11798037316395515,0.8486236701281084
D,VTRS,-2.9680779159670103,0.1179896983621852,-0.7533830539183912
ORCL,TRMB,-2.967961505608363,0.11801880864882941,0.9215073999232746
CFG,WY,-2.9679039886390757,0.11803319364785797,0.8752388572775786
BR,JPM,-2.9678874502978734,0.11803733012763423,0.7910572403313556
CFG,PSA,-2.9678698172871654,0.11804174051786415,0.6601309258318232
LOW,VTRS,-2.9677129163278537,0.11808099012659073,-0.8050607490352992
LYV,PRU,-2.967707697853677,0.11808229572088336,0.7163608444766715
CME,NTRS,-2.9676937852070475,0.1180857765359124,0.6100543100801737
EL,KEYS,-2.9675688782423886,0.11811703048593558,0.9329204427733022
EXR,IR,-2.967565812030802,0.11811779778340492,0.8722441110765072
DUK,PLD,-2.9675568185764103,0.1181200483520834,0.9215994776620036
ORCL,TSCO,-2.9675517533605906,0.11812131591187564,0.9363961104136517
EVRG,V,-2.9674866932812094,0.11813759795355977,0.772301864265403
PHM,PWR,-2.9674371258165606,0.11815000389815572,0.796897907799504
AEE,CSX,-2.967410113256874,0.11815676511446566,0.8559057877487913
BF-B,SBAC,-2.9673662077196297,0.11816775523424422,0.8678676387264646
MO,NWS,-2.967356218961708,0.11817025565379508,0.5924192064835712
FICO,NDSN,-2.967221732796759,0.11820392448002792,0.8409565167951736
BIIB,HBAN,-2.9671440605123593,0.11822337308021125,-0.1460194055969331
PNC,WY,-2.9670983477621222,0.11823482033723792,0.8761159042982428
FTV,SYY,-2.9670954086833916,0.11823555636092309,0.5151388680357021
KMB,STE,-2.9670608500259243,0.11824421102348048,0.829666940602035
COF,MGM,-2.966974817787917,0.11826575844760051,0.9207697309406931
AIZ,AMAT,-2.966924410630652,0.11827838464500595,0.8723392395575547
CSCO,EFX,-2.9668995105119254,0.11828462209823482,0.709339291354499
HCA,LYV,-2.966892251720341,0.11828644046341658,0.9058629051985325
CASY,GIS,-2.9668899317840487,0.11828702162391014,0.8731667087610122
ADP,PFE,-2.966887241439296,0.11828769557698438,0.8682759930993995
BF-B,MSCI,-2.966862325439973,0.11829393737033117,0.8796340579076728
EXPD,INVH,-2.9668013322828477,0.11830921800154426,0.8997815234975735
MU,PHM,-2.9668006740793897,0.11830938290935505,0.8051844828141227
CINF,MLM,-2.966796441445098,0.1183104433673472,0.846479310325976
BIIB,COHR,-2.966793712455456,0.11831112710102049,-0.19016322839464958
CASY,HRL,-2.966790453672716,0.11831194357531805,0.8371767800982499
RVTY,TSLA,-2.9667810158631966,0.11831430820218236,0.9228429562785894
LEN,VRSK,-2.9667159958422937,0.11833059980222299,0.7796828197655213
ISRG,JNJ,-2.966706458214642,0.11833298971611961,0.8052334868897848
CCI,ZBRA,-2.966580316512545,0.11836460132040405,0.903260330924508
RCL,SRE,-2.9665690632444446,0.1183674217356403,-0.40459910985278774
EVRG,PSKY,-2.966484978996325,0.11838849740231738,-0.3828283986373444
PCG,VEEV,-2.9664639219545816,0.1183937757700424,-0.810674687394257
CINF,INVH,-2.9664310109525656,0.11840202591665688,0.8528621670973044
J,NDSN,-2.9663222746890034,0.11842928698898286,0.9204216272973273
AXON,WST,-2.9662865639675315,0.11843824096787664,0.8972906531117922
CRH,EW,-2.966283647294618,0.11843897230606187,0.7992944364789114
MO,PM,-2.966246360747274,0.11844832197653482,0.700808142387684
DTE,HCA,-2.966238237316856,0.11845035901380169,0.8882128918329437
LNT,SBAC,-2.966227389219719,0.11845307933069343,0.9282423302806162
JNJ,KO,-2.966226986314623,0.11845318036584623,0.8830035875015908
CIEN,HWM,-2.966208120661298,0.11845791131320788,0.5969501210729009
BA,NVDA,-2.9661823432909213,0.11846437573957569,-0.6889294360982618
EXPD,J,-2.9661533509397833,0.118471646726449,0.9271429150640774
CME,CMS,-2.9661030663505494,0.11848425836952503,0.7775895983175267
FTNT,TSCO,-2.9660503355251118,0.11849748460374288,0.9630517361793886
LEN,VTRS,-2.9659585664402255,0.11852050522060426,-0.6497589981431954
LULU,MCHP,-2.9659554059508126,0.11852129809981243,0.8087821316523216
T,ZBH,-2.965930395549672,0.11852757265412023,0.5455475784328351
BKR,ON,-2.9659156483114963,0.11853127252337176,0.5292795855524126
DRI,KLAC,-2.965898902801424,0.11853547383332569,0.645552726629952
CHRW,EFX,-2.9658747946335313,0.11854152256580924,0.6213141194152804
AIZ,NSC,-2.9658690755425345,0.11854295751747401,0.8950894482687826
JPM,TECH,-2.965832470539475,0.1185521422188035,0.8220238281283279
CB,WRB,-2.965808411160136,0.1185581793351087,0.9107333288067518
CAH,HUBB,-2.9657444233397774,0.11857423662465982,0.7200746960063003
DELL,NWS,-2.965626810163388,0.11860375499374187,0.829792545490567
DECK,KKR,-2.9656250205327934,0.11860420419418916,0.9382239968664762
NDSN,UAL,-2.965596779924315,0.11861129280277144,-0.6546389999566211
PH,PLD,-2.965579144345842,0.11861571962599332,0.8675884523538706
BIIB,MCO,-2.9655720265001686,0.11861750635798335,-0.2933021608337526
APO,NVR,-2.9655665341729316,0.11861888506351259,0.901235487506115
AEE,CI,-2.965513359653888,0.11863223375001297,0.6093449838519511
CNC,RCL,-2.9654725557865294,0.11864247771505576,-0.5092507355472862
EG,WAT,-2.965447075938174,0.11864887485756737,0.7701825789489816
VST,WMB,-2.9654071812177962,0.11865889160515664,0.5235412766763161
AVY,CDW,-2.9653780337497526,0.11866621033131286,0.9283052651816883
CBOE,SRE,-2.965351920953586,0.11867276735475285,0.5420545935855231
AMGN,PEP,-2.9652921997648054,0.11868776457738373,0.8479535016353449
RCL,V,-2.965226837905276,0.11870417988805093,-0.430503864888666
COST,HSIC,-2.965224523415909,0.11870476119135204,0.7887773555442604
APO,IEX,-2.9651594388478535,0.11872110858135632,0.9210776412732621
GE,IDXX,-2.9651256842319866,0.1187295874322451,0.19580460179706116
CSCO,EXPD,-2.9650264300646567,0.11875452175425866,0.723770535427901
BKNG,PWR,-2.964932869973407,0.11877802915754154,0.5240441089984915
CF,RTX,-2.9649075484862086,0.11878439188662449,0.8391025274775006
HWM,TDG,-2.9649038387253017,0.11878532408847309,0.8246081858294853
TDG,TMUS,-2.964864393359104,0.11879523639273715,0.8593941056661376
BX,LEN,-2.9648104794296137,0.1188087855157754,0.8616531700709521
DUK,ON,-2.9648074894156857,0.11880953697021063,0.7973469901886832
AVGO,VMC,-2.9648040306694363,0.11881040623146516,0.8987620696261152
INVH,SYK,-2.9647932124865886,0.11881312511600939,0.9126683424470083
ES,HRL,-2.9647878356016832,0.11881447648100268,0.8853450287777386
EVRG,IR,-2.96476640277536,0.11881986327581856,0.6589769811149649
AVGO,CB,-2.964761302555945,0.1188211451600929,0.8690522639024509
AMCR,NDSN,-2.9646563843720464,0.11884751745483535,0.8764815067739233
PEP,SMCI,-2.964651822743593,0.11884866416609674,0.8759825387452433
CASY,LNT,-2.964504500675401,0.11888570266020387,0.9083913179860037
CRL,GOOGL,-2.964434655623394,0.11890326549298691,0.949588092523987
CSGP,PH,-2.9644287039292867,0.11890476215984791,0.7262144130059943
JBHT,MLM,-2.9643909078690394,0.11891426702280389,0.8928872317778412
BSX,KKR,-2.9643402472556923,0.1189270079098908,0.6340787468086042
EW,PCG,-2.964317397702897,0.11893275478516879,-0.7812371039747306
EQIX,NKE,-2.964215002285636,0.11895851069607066,0.8938189475090212
ROP,VICI,-2.9641565553576954,0.11897321391539695,0.841284481090686
BIIB,KLAC,-2.9641562976162064,0.11897327875717523,-0.3966648410947691
CPRT,UPS,-2.964137375660607,0.11897803915319455,0.8728837941177601
GOOGL,TEL,-2.964106197006756,0.11898588340187866,0.9184446316230147
DLTR,SO,-2.9641036162732592,0.11898653270659681,0.6871747967864199
EME,HIG,-2.9640926423080214,0.11898929375207506,0.9294155734990991
IFF,OMC,-2.9639981551537358,0.11901306863473399,0.35014008677416336
ADSK,LRCX,-2.9639942082469273,0.11901406183251773,0.8862933693261938
MO,TEL,-2.963942042910131,0.11902718926648842,0.5278397746054806
APA,HAL,-2.9639357806205275,0.11902876524653183,0.9341164061745394
IFF,PM,-2.9639186373070516,0.11903307964486504,0.27395506351879306
MCHP,MCO,-2.963838933491246,0.11905313993932348,0.8920515929364043
JBL,PEG,-2.9636804753224926,0.11909302895065615,0.8654175036259985
GE,UPS,-2.9636781837600013,0.11909360588267093,0.2329405800799959
CAT,HLT,-2.9636110204816686,0.11911051606453638,0.8789389889684517
HD,ROP,-2.9636084570482493,0.11911116151361112,0.9353391319518581
CAG,GDDY,-2.9635790470267085,0.11911856687199784,0.3878902425019816
PPG,SYF,-2.963577219805102,0.11911902697229104,0.8378832695473329
AKAM,GEN,-2.963535049191822,0.1191296460320177,0.8346516648341114
CINF,VTRS,-2.963510422512646,0.11913584764352236,-0.6953255067217997
BRO,WMT,-2.963509658244566,0.11913604010907014,0.9099012825079916
LVS,STX,-2.9634767156024617,0.11914433626848903,-0.48793902430672703
ACN,BDX,-2.963456229071554,0.11914949573889955,0.6245376239852387
AEE,FTNT,-2.9634405985237557,0.11915343235530029,0.8898793258986291
SLB,TAP,-2.9633321958925736,0.11918073662742656,0.8684763654846377
IQV,ROK,-2.9631952572595095,0.11921523507904297,0.8740479288280502
LNT,MCK,-2.963139765511979,0.1192292170044138,0.7396639369903032
CHRW,IEX,-2.963100277704345,0.11923916724685707,0.680916532449903
C,META,-2.962923060837725,0.1192838303446474,0.38496382143969965
MRSH,MTD,-2.9629171037683912,0.11928533188935081,0.9473779432150011
APD,MDLZ,-2.9628997445437086,0.1192897075517304,0.9205064218862204
BSX,CPRT,-2.962884516120991,0.119293546209566,0.7038165685335955
AME,MPWR,-2.9628721642655833,0.11929665983227317,0.9408683061649312
ACGL,EIX,-2.9628502042230984,0.11930219560870431,0.7694703405363326
AMAT,AVY,-2.9627720309451044,0.11932190337854931,0.9671861729445496
CMG,FDS,-2.962759624487498,0.11932503131211664,0.9358366382832155
ETR,PPL,-2.9627477619238003,0.11932802217478372,0.7965379444132058
JBL,LH,-2.962746795776592,0.11932826576820021,0.9075742781458271
NSC,PCAR,-2.9626283990315425,0.11935811975134064,0.8962468923356816
BIIB,GEN,-2.9626274791553624,0.1193583517215166,-0.2880988760433287
CB,SNA,-2.962544069588309,0.11937938694343947,0.8862460131724275
AEE,DUK,-2.962523840702176,0.11938448891656234,0.9561443070953802
LOW,PKG,-2.962479579093198,0.11939565279633263,0.8530546844129661
GE,IT,-2.9624673974482945,0.11939872544518076,0.3446300845951568
C,SMCI,-2.9624612557540164,0.11940027462335823,-0.14950725429015105
CFG,WAT,-2.9624156084099202,0.11941178915191192,0.7420546973548557
BR,TDG,-2.962411020498926,0.11941294649621226,0.8446376683975392
BRO,CDNS,-2.9623846285136444,0.11941960428638737,0.9637829298202862
AXON,PNR,-2.9623717518188943,0.11942285273267655,0.7145274458783637
ANET,DVN,-2.9623633691646623,0.11942496748744896,0.7894548905273894
JCI,KKR,-2.9623259615602824,0.11943440491874624,0.9521143299267556
MNST,QCOM,-2.9622734931054953,0.11944764292238891,0.9129469884912136
GIS,NCLH,-2.9622314926320725,0.11945824058943244,-0.7959191989886902
DELL,DRI,-2.9621916699998403,0.1194682893765232,0.812301842056964
FE,GL,-2.9621731438815,0.1194729644430384,0.4939744481211565
MSI,NUE,-2.962144132750466,0.11948028567307872,0.7503634326827973
CBOE,J,-2.9621231092260922,0.11948559136207032,0.5295604516617801
