Date,stock1,stock2,z_score,position,position_change,spread_return,strategy_return_before_cost,transaction_cost,strategy_return_after_cost,equity_after_cost
2023-01-26,BDX,SRE,0.3706733015618131,0.0,0.0,0.006717006261932357,0.0,0.0,0.0,1.0
2023-01-27,BDX,SRE,0.5173761989556646,0.0,0.0,0.008270616190291884,0.0,0.0,0.0,1.0
2023-01-30,BDX,SRE,0.3906079890195378,0.0,0.0,-0.005658901108064926,-0.0,0.0,-0.0,1.0
2023-01-31,BDX,SRE,0.5632318388902734,0.0,0.0,0.009987030772285684,0.0,0.0,0.0,1.0
2023-02-01,BDX,SRE,0.7067203505853938,0.0,0.0,0.008528867704954044,0.0,0.0,0.0,1.0
2023-02-02,BDX,SRE,0.1701505214436228,0.0,0.0,-0.02497340731103137,-0.0,0.0,-0.0,1.0
2023-02-03,BDX,SRE,0.12063206236198405,0.0,0.0,-0.0009292452748626417,-0.0,0.0,-0.0,1.0
2023-02-06,BDX,SRE,0.3996356205953268,0.0,0.0,0.014152901857010063,0.0,0.0,0.0,1.0
2023-02-07,BDX,SRE,0.6741531963425084,0.0,0.0,0.013049259048886453,0.0,0.0,0.0,1.0
2023-02-08,BDX,SRE,0.49024775196627846,0.0,0.0,-0.00669506150019058,-0.0,0.0,-0.0,1.0
2023-02-09,BDX,SRE,0.048263204168479394,0.0,0.0,-0.017003098895475126,-0.0,0.0,-0.0,1.0
2023-02-10,BDX,SRE,0.06634632906527319,0.0,0.0,0.0022446898915698538,0.0,0.0,0.0,1.0
2023-02-13,BDX,SRE,-0.07723009851146583,0.0,0.0,-0.0035577663848342473,-0.0,0.0,-0.0,1.0
2023-02-14,BDX,SRE,-0.5600756541275764,0.0,0.0,-0.013912839944573558,-0.0,0.0,-0.0,1.0
2023-02-15,BDX,SRE,-0.7652001056365477,0.0,0.0,-0.0023005809860949886,-0.0,0.0,-0.0,1.0
2023-02-16,BDX,SRE,-1.0831831825835518,0.0,0.0,-0.004917960769671846,-0.0,0.0,-0.0,1.0
2023-02-17,BDX,SRE,-0.8139025666612814,0.0,0.0,0.008706946192210714,0.0,0.0,0.0,1.0
2023-02-21,BDX,SRE,-1.489208172872812,0.0,0.0,-0.014986470635986838,-0.0,0.0,-0.0,1.0
2023-02-22,BDX,SRE,-1.387836903021553,0.0,0.0,0.004243552377989546,0.0,0.0,0.0,1.0
2023-02-23,BDX,SRE,-1.626065906610937,0.0,0.0,-0.0037794866575732748,-0.0,0.0,-0.0,1.0
2023-02-24,BDX,SRE,-2.0148530327756338,1.0,1.0,-0.0068178577116506526,-0.0,0.0005,-0.0005,0.9995
2023-02-27,BDX,SRE,-2.1653967631614286,1.0,0.0,-0.00357925229054231,-0.00357925229054231,0.0,-0.00357925229054231,0.995922537335603
2023-02-28,BDX,SRE,-2.0916075296119208,1.0,0.0,-0.00042570220077075074,-0.00042570220077075074,0.0,-0.00042570220077075074,0.995498570919662
2023-03-01,BDX,SRE,-2.2386184133954585,1.0,0.0,-0.006091199548478525,-0.006091199548478525,0.0,-0.006091199548478525,0.9894347904739652
2023-03-02,BDX,SRE,-1.8872810513247076,1.0,0.0,0.0060759582591485665,0.0060759582591485665,0.0,0.0060759582591485665,0.9954465549610344
2023-03-03,BDX,SRE,-1.4680097900972653,1.0,0.0,0.009514790912888918,0.009514790912888918,0.0,0.009514790912888918,1.0049180207964443
2023-03-06,BDX,SRE,-1.6414938470990192,1.0,0.0,-0.004555980345675419,-0.004555980345675419,0.0,-0.004555980345675419,1.0003396340446806
2023-03-07,BDX,SRE,-1.4087802087204426,1.0,0.0,0.0050464885989655985,0.0050464885989655985,0.0,0.0050464885989655985,1.0053878366029805
2023-03-08,BDX,SRE,-1.5390817068954243,1.0,0.0,-0.00445338074430962,-0.00445338074430962,0.0,-0.00445338074430962,1.0009104617708897
2023-03-09,BDX,SRE,-1.7460762762742956,1.0,0.0,-0.0069720723339332,-0.0069720723339332,0.0,-0.0069720723339332,0.9939320416316326
2023-03-10,BDX,SRE,-1.8057497929432778,1.0,0.0,-0.0038279079354830627,-0.0038279079354830627,0.0,-0.0038279079354830627,0.9901273612821401
2023-03-13,BDX,SRE,-1.462720702469367,1.0,0.0,0.0075731451369092685,0.0075731451369092685,0.0,0.0075731451369092685,0.9976257394931547
2023-03-14,BDX,SRE,-1.3863830431542474,1.0,0.0,0.00063208081743895,0.00063208081743895,0.0,0.00063208081743895,0.9982563195860716
2023-03-15,BDX,SRE,-1.0707401061551707,1.0,0.0,0.007787815582162205,0.007787815582162205,0.0,0.007787815582162205,1.006030555706736
2023-03-16,BDX,SRE,-0.6809999133999148,1.0,0.0,0.010251498268368978,0.010251498268368978,0.0,0.010251498268368978,1.0163438762064898
2023-03-17,BDX,SRE,-0.7866089088581223,1.0,0.0,-0.003512810509296114,-0.003512810509296114,0.0,-0.003512810509296114,1.012773652757093
2023-03-20,BDX,SRE,-0.4877573852474805,0.0,-1.0,0.007914575225694612,0.007914575225694612,0.0005,0.007414575225694612,1.020282939192062
2023-03-21,BDX,SRE,-0.1549578361949145,0.0,0.0,0.008824835914080427,0.0,0.0,0.0,1.020282939192062
2023-03-22,BDX,SRE,-0.07360430640306545,0.0,0.0,0.0017974651779697698,0.0,0.0,0.0,1.020282939192062
2023-03-23,BDX,SRE,-0.2667569003854909,0.0,0.0,-0.005860841229602107,-0.0,0.0,-0.0,1.020282939192062
2023-03-24,BDX,SRE,0.1484427123800449,0.0,0.0,0.0108396312561105,0.0,0.0,0.0,1.020282939192062
2023-03-27,BDX,SRE,0.30354975506600346,0.0,0.0,0.003803680306712445,0.0,0.0,0.0,1.020282939192062
2023-03-28,BDX,SRE,0.09888637013333568,0.0,0.0,-0.00622589209965437,-0.0,0.0,-0.0,1.020282939192062
2023-03-29,BDX,SRE,0.16082330514415827,0.0,0.0,0.0010134834139886723,0.0,0.0,0.0,1.020282939192062
2023-03-30,BDX,SRE,0.4660700827812294,0.0,0.0,0.006985957396410925,0.0,0.0,0.0,1.020282939192062
2023-03-31,BDX,SRE,0.7702763651510803,0.0,0.0,0.0064882256798870705,0.0,0.0,0.0,1.020282939192062
2023-04-03,BDX,SRE,0.8380421378066728,0.0,0.0,0.0007064724842633765,0.0,0.0,0.0,1.020282939192062
2023-04-04,BDX,SRE,1.0729702923197675,0.0,0.0,0.003915313522884551,0.0,0.0,0.0,1.020282939192062
2023-04-05,BDX,SRE,1.4169566985064908,0.0,0.0,0.008094438222872778,0.0,0.0,0.0,1.020282939192062
2023-04-06,BDX,SRE,1.7469988135152854,0.0,0.0,0.007730162086701563,0.0,0.0,0.0,1.020282939192062
2023-04-10,BDX,SRE,1.5428968395388412,0.0,0.0,-0.0044701995328520015,-0.0,0.0,-0.0,1.020282939192062
2023-04-11,BDX,SRE,1.4785776289902122,0.0,0.0,-0.0011463478771998725,-0.0,0.0,-0.0,1.020282939192062
2023-04-12,BDX,SRE,1.6756405753847903,0.0,0.0,0.004958525477370892,0.0,0.0,0.0,1.020282939192062
2023-04-13,BDX,SRE,1.9724670164869367,0.0,0.0,0.008060544190289183,0.0,0.0,0.0,1.020282939192062
2023-04-14,BDX,SRE,1.933066056891859,0.0,0.0,0.00018253572154491382,0.0,0.0,0.0,1.020282939192062
2023-04-17,BDX,SRE,1.8707371427279083,0.0,0.0,-0.0006785395447351972,-0.0,0.0,-0.0,1.020282939192062
2023-04-18,BDX,SRE,1.3527397814495956,0.0,0.0,-0.012520477066758339,-0.0,0.0,-0.0,1.020282939192062
2023-04-19,BDX,SRE,1.9458617009651753,0.0,0.0,0.016837002889169256,0.0,0.0,0.0,1.020282939192062
2023-04-20,BDX,SRE,2.3242058325496546,-1.0,-1.0,0.013714730317779604,0.0,0.0005,-0.0005,1.019772797722466
2023-04-21,BDX,SRE,2.1092697178611997,-1.0,0.0,-0.002413579311375283,0.002413579311375283,0.0,0.002413579311375283,1.0222341002493522
2023-04-24,BDX,SRE,2.0389117215363504,-1.0,0.0,0.0011317381890419108,-0.0011317381890419108,0.0,-0.0011317381890419108,1.0210771988799592
2023-04-25,BDX,SRE,1.8092408966578046,-1.0,0.0,-0.00441084536572315,0.00441084536572315,0.0,0.00441084536572315,1.0255810125106846
2023-04-26,BDX,SRE,1.659836622003933,-1.0,0.0,-0.002437822067871391,0.002437822067871391,0.0,0.002437822067871391,1.0280811965353729
2023-04-27,BDX,SRE,2.0502894397500913,-1.0,0.0,0.015022256179052968,-0.015022256179052968,0.0,-0.015022256179052968,1.0126370974281513
2023-04-28,BDX,SRE,2.1048881701510944,-1.0,0.0,0.00496188308424545,-0.00496188308424545,0.0,-0.00496188308424545,1.007612510543943
2023-05-01,BDX,SRE,2.0489835449872555,-1.0,0.0,0.0019836807003794084,-0.0019836807003794084,0.0,-0.0019836807003794084,1.0056137290533163
2023-05-02,BDX,SRE,1.9561938734172983,-1.0,0.0,0.0004141517295919144,-0.0004141517295919144,0.0,-0.0004141517295919144,1.0051972523881274
2023-05-03,BDX,SRE,1.8789505503093367,-1.0,0.0,0.0004338874301855202,-0.0004338874301855202,0.0,-0.0004338874301855202,1.0047611099354592
2023-05-04,BDX,SRE,0.6344671654273163,-1.0,0.0,-0.044891292457000784,0.044891292457000784,0.0,0.044891292457000784,1.0498661347709928
2023-05-05,BDX,SRE,0.6813051511113134,-1.0,0.0,0.0020127296323695894,-0.0020127296323695894,0.0,-0.0020127296323695894,1.0477530380915179
2023-05-08,BDX,SRE,0.4345136967714606,0.0,1.0,-0.00857068230109062,0.00857068230109062,0.0005,0.00807068230109062,1.056209119991957
2023-05-09,BDX,SRE,0.18572356568087195,0.0,0.0,-0.008861165081356913,-0.0,0.0,-0.0,1.056209119991957
2023-05-10,BDX,SRE,0.3358725802116785,0.0,0.0,0.005818987433924618,0.0,0.0,0.0,1.056209119991957
2023-05-11,BDX,SRE,0.4667664303546454,0.0,0.0,0.005411999152320583,0.0,0.0,0.0,1.056209119991957
2023-05-12,BDX,SRE,0.5770785715218186,0.0,0.0,0.004769947546649711,0.0,0.0,0.0,1.056209119991957
2023-05-15,BDX,SRE,0.5462541943150921,0.0,0.0,-0.0003311854038295066,-0.0,0.0,-0.0,1.056209119991957
2023-05-16,BDX,SRE,0.720677015369103,0.0,0.0,0.007171184430436897,0.0,0.0,0.0,1.056209119991957
2023-05-17,BDX,SRE,0.7216073162153401,0.0,0.0,0.0009899579496405698,0.0,0.0,0.0,1.056209119991957
2023-05-18,BDX,SRE,0.7110620251394139,0.0,0.0,0.0005525381463099564,0.0,0.0,0.0,1.056209119991957
2023-05-19,BDX,SRE,0.7897754635712299,0.0,0.0,0.003823901194167874,0.0,0.0,0.0,1.056209119991957
2023-05-22,BDX,SRE,0.65540909312775,0.0,0.0,-0.003864930869045751,-0.0,0.0,-0.0,1.056209119991957
2023-05-23,BDX,SRE,0.08477736093739283,0.0,0.0,-0.019176504816156972,-0.0,0.0,-0.0,1.056209119991957
2023-05-24,BDX,SRE,-0.04207812914406203,0.0,0.0,-0.0034314850593322515,-0.0,0.0,-0.0,1.056209119991957
2023-05-25,BDX,SRE,-0.3725719144957661,0.0,0.0,-0.009936470349133574,-0.0,0.0,-0.0,1.056209119991957
2023-05-26,BDX,SRE,-0.5049364406762777,0.0,0.0,-0.0032452855371397477,-0.0,0.0,-0.0,1.056209119991957
2023-05-30,BDX,SRE,-0.8777603957067376,0.0,0.0,-0.011202403173902243,-0.0,0.0,-0.0,1.056209119991957
2023-05-31,BDX,SRE,-0.4489499339299652,0.0,0.0,0.014508648346219987,0.0,0.0,0.0,1.056209119991957
2023-06-01,BDX,SRE,0.32389098684717443,0.0,0.0,0.024596862787338906,0.0,0.0,0.0,1.056209119991957
2023-06-02,BDX,SRE,0.7600691277464231,0.0,0.0,0.013928107222767067,0.0,0.0,0.0,1.056209119991957
2023-06-05,BDX,SRE,1.0033643393132623,0.0,0.0,0.0078049987276835875,0.0,0.0,0.0,1.056209119991957
2023-06-06,BDX,SRE,0.48444800055591475,0.0,0.0,-0.014117345103728257,-0.0,0.0,-0.0,1.056209119991957
2023-06-07,BDX,SRE,0.4863588817677119,0.0,0.0,0.0007394736627140139,0.0,0.0,0.0,1.056209119991957
2023-06-08,BDX,SRE,0.10365132595770435,0.0,0.0,-0.009010704788727647,-0.0,0.0,-0.0,1.056209119991957
2023-06-09,BDX,SRE,0.512900172855954,0.0,0.0,0.010741168525404451,0.0,0.0,0.0,1.056209119991957
2023-06-12,BDX,SRE,0.3980016091980938,0.0,0.0,-0.0020882266958452004,-0.0,0.0,-0.0,1.056209119991957
2023-06-13,BDX,SRE,0.5599888914787952,0.0,0.0,0.004268377221863865,0.0,0.0,0.0,1.056209119991957
2023-06-14,BDX,SRE,0.8038327618287147,0.0,0.0,0.005887929611151741,0.0,0.0,0.0,1.056209119991957
2023-06-15,BDX,SRE,1.1694980167988083,0.0,0.0,0.008522849228121614,0.0,0.0,0.0,1.056209119991957
2023-06-16,BDX,SRE,1.6082151845939539,0.0,0.0,0.010369873921226206,0.0,0.0,0.0,1.056209119991957
2023-06-20,BDX,SRE,1.2556590626915733,0.0,0.0,-0.00685355455671538,-0.0,0.0,-0.0,1.056209119991957
2023-06-21,BDX,SRE,1.2728333557890044,0.0,0.0,0.0011414477909316872,0.0,0.0,0.0,1.056209119991957
2023-06-22,BDX,SRE,1.5550812560447378,0.0,0.0,0.006899911929200615,0.0,0.0,0.0,1.056209119991957
2023-06-23,BDX,SRE,1.4989360101377753,0.0,0.0,-0.00028953709740200517,-0.0,0.0,-0.0,1.056209119991957
2023-06-26,BDX,SRE,1.2261462920285708,0.0,0.0,-0.004905822577604623,-0.0,0.0,-0.0,1.056209119991957
2023-06-27,BDX,SRE,1.4972382118073249,0.0,0.0,0.006395448587476943,0.0,0.0,0.0,1.056209119991957
2023-06-28,BDX,SRE,1.6929326269954594,0.0,0.0,0.005280053484130658,0.0,0.0,0.0,1.056209119991957
2023-06-29,BDX,SRE,1.9140108986213566,0.0,0.0,0.006261426920558033,0.0,0.0,0.0,1.056209119991957
2023-06-30,BDX,SRE,2.3413626702648664,-1.0,-1.0,0.011888979986370129,0.0,0.0005,-0.0005,1.0556810154319611
2023-07-03,BDX,SRE,1.8062950668081525,-1.0,0.0,-0.009533517127855147,0.009533517127855147,0.0,0.009533517127855147,1.0657453684741334
2023-07-05,BDX,SRE,1.374191198878111,-1.0,0.0,-0.008305311981059507,0.008305311981059507,0.0,0.008305311981059507,1.0745967162516803
2023-07-06,BDX,SRE,1.2636658923483455,-1.0,0.0,-0.0014347816931075856,0.0014347816931075856,0.0,0.0014347816931075856,1.0761385279476317
2023-07-07,BDX,SRE,0.9031493684776832,-1.0,0.0,-0.007397890113916616,0.007397890113916616,0.0,0.007397890113916616,1.0840996825247402
2023-07-10,BDX,SRE,0.9542861815184402,-1.0,0.0,0.001835067510157487,-0.001835067510157487,0.0,-0.001835067510157487,1.082110286419567
2023-07-11,BDX,SRE,1.005589033371903,-1.0,0.0,0.0018184003039555374,-0.0018184003039555374,0.0,-0.0018184003039555374,1.0801425767458284
2023-07-12,BDX,SRE,0.7162626431287417,-1.0,0.0,-0.006150662302701662,0.006150662302701662,0.0,0.006150662302701662,1.086786168974162
2023-07-13,BDX,SRE,0.8388918601008257,-1.0,0.0,0.0033368886776677055,-0.0033368886776677055,0.0,-0.0033368886776677055,1.0831596845118663
2023-07-14,BDX,SRE,0.8136336708748023,-1.0,0.0,5.571920139551146e-05,-5.571920139551146e-05,0.0,-5.571920139551146e-05,1.0830993317192614
2023-07-17,BDX,SRE,0.5386775345838793,-1.0,0.0,-0.006021860802767786,0.006021860802767786,0.0,0.006021860802767786,1.0896216051304457
2023-07-18,BDX,SRE,0.5749563405007895,-1.0,0.0,0.0008952945945185325,-0.0008952945945185325,0.0,-0.0008952945945185325,1.0886460727973017
2023-07-19,BDX,SRE,0.2074540732842348,0.0,1.0,-0.008523085225114139,0.008523085225114139,0.0005,0.008023085225114138,1.0973803730193403
2023-07-20,BDX,SRE,1.3330943398239,0.0,0.0,0.02671794406464171,0.0,0.0,0.0,1.0973803730193403
2023-07-21,BDX,SRE,1.3979865041139805,0.0,0.0,0.0025558494231110278,0.0,0.0,0.0,1.0973803730193403
2023-07-24,BDX,SRE,3.3006838852905895,-1.0,-1.0,0.05520598889287244,0.0,0.0005,-0.0005,1.0968316828328306
2023-07-25,BDX,SRE,3.3257608516310926,-1.0,0.0,0.01154808991394797,-0.01154808991394797,0.0,-0.01154808991394797,1.0841653719390103
2023-07-26,BDX,SRE,2.9473054551282543,-1.0,0.0,-0.0028496654321497703,0.0028496654321497703,0.0,0.0028496654321497703,1.0872548805221587
2023-07-27,BDX,SRE,2.9214365663692945,-1.0,0.0,0.007849897056598736,-0.007849897056598736,0.0,-0.007849897056598736,1.0787200416357752
2023-07-28,BDX,SRE,2.4238577157206254,-1.0,0.0,-0.01147960648625678,0.01147960648625678,0.0,0.01147960648625678,1.0911033232225924
2023-07-31,BDX,SRE,2.1531110496784005,-1.0,0.0,-0.005530525504915533,0.005530525504915533,0.0,0.005530525504915533,1.0971376979801732
2023-08-01,BDX,SRE,2.1147021270995463,-1.0,0.0,0.003249719541269247,-0.003249719541269247,0.0,-0.003249719541269247,1.093572308163584
2023-08-02,BDX,SRE,1.8285442197707447,-1.0,0.0,-0.0075509586868986464,0.0075509586868986464,0.0,0.0075509586868986464,1.1018298274836638
2023-08-03,BDX,SRE,1.2664888786340256,-1.0,0.0,-0.020452204927882942,0.020452204927882942,0.0,0.020452204927882942,1.1243646769110136
2023-08-04,BDX,SRE,1.477084372755762,-1.0,0.0,0.010575103899768592,-0.010575103899768592,0.0,-0.010575103899768592,1.11247440363145
2023-08-07,BDX,SRE,1.7779808457868835,-1.0,0.0,0.015274982144894625,-0.015274982144894625,0.0,-0.015274982144894625,1.0954813769793272
2023-08-08,BDX,SRE,2.127706645927605,-1.0,0.0,0.019264584937013992,-0.019264584937013992,0.0,-0.019264584937013992,1.074377382945592
2023-08-09,BDX,SRE,2.029005398717883,-1.0,0.0,0.0005444094729179893,-0.0005444094729179893,0.0,-0.0005444094729179893,1.0737924817208275
2023-08-10,BDX,SRE,1.6405574932018139,-1.0,0.0,-0.013769979200207755,0.013769979200207755,0.0,0.013769979200207755,1.0885785818594627
2023-08-11,BDX,SRE,1.8933528707963807,-1.0,0.0,0.015392685418305472,-0.015392685418305472,0.0,-0.015392685418305472,1.0718224341957947
2023-08-14,BDX,SRE,1.904953753898189,-1.0,0.0,0.004958895501225996,-0.004958895501225996,0.0,-0.004958895501225996,1.066507378748748
2023-08-15,BDX,SRE,1.7092210221288322,-1.0,0.0,-0.005468092503569597,0.005468092503569597,0.0,0.005468092503569597,1.0723391397514856
2023-08-16,BDX,SRE,1.3797857220463037,-1.0,0.0,-0.013096528651601266,0.013096528651601266,0.0,0.013096528651601266,1.0863830600194744
2023-08-17,BDX,SRE,1.2263002598124504,-1.0,0.0,-0.0052553389899136415,0.0052553389899136415,0.0,0.0052553389899136415,1.0920923712727766
2023-08-18,BDX,SRE,1.0643405153514354,-1.0,0.0,-0.00613359572085328,0.00613359572085328,0.0,0.00613359572085328,1.0987908243679918
2023-08-21,BDX,SRE,1.140863931308322,-1.0,0.0,0.0053875441125868,-0.0053875441125868,0.0,-0.0053875441125868,1.0928710403312036
2023-08-22,BDX,SRE,1.099602110751777,-1.0,0.0,-0.0004954905359356063,0.0004954905359356063,0.0,0.0004954905359356063,1.0934125475886858
2023-08-23,BDX,SRE,1.128187835575378,-1.0,0.0,0.0026904572442651574,-0.0026904572442651574,0.0,-0.0026904572442651574,1.0904707678790553
2023-08-24,BDX,SRE,1.1973882394675084,-1.0,0.0,0.004168458527806241,-0.004168458527806241,0.0,-0.004168458527806241,1.0859251857073664
2023-08-25,BDX,SRE,1.3365109273272306,-1.0,0.0,0.007581857412136376,-0.007581857412136376,0.0,-0.007581857412136376,1.0776918557890856
2023-08-28,BDX,SRE,1.4153716165781665,-1.0,0.0,0.005484695839500731,-0.005484695839500731,0.0,-0.005484695839500731,1.0717810437513753
2023-08-29,BDX,SRE,1.3474666342761903,-1.0,0.0,-0.0009003154643474598,0.0009003154643474598,0.0,0.0009003154643474598,1.0727459847994592
2023-08-30,BDX,SRE,1.2877592188796168,-1.0,0.0,-0.0006143030401361354,0.0006143030401361354,0.0,0.0006143030401361354,1.0734049759192155
2023-08-31,BDX,SRE,1.2392911790746783,-1.0,0.0,-0.00040815099122336806,0.00040815099122336806,0.0,0.00040815099122336806,1.073843087224121
2023-09-01,BDX,SRE,1.1385134064426061,-1.0,0.0,-0.002877511323488075,0.002877511323488075,0.0,0.002877511323488075,1.0769330828672576
2023-09-05,BDX,SRE,0.7308197634866425,-1.0,0.0,-0.016607039655573048,0.016607039655573048,0.0,0.016607039655573048,1.0948177532808328
2023-09-06,BDX,SRE,0.11910951577854803,0.0,1.0,-0.024871592126691263,0.024871592126691263,0.0005,0.024371592126691263,1.1215002050168537
2023-09-07,BDX,SRE,0.12557307768742923,0.0,0.0,0.0014204506187069257,0.0,0.0,0.0,1.1215002050168537
2023-09-08,BDX,SRE,-0.011531764538498461,0.0,0.0,-0.004405690724784507,-0.0,0.0,-0.0,1.1215002050168537
2023-09-11,BDX,SRE,0.010791101358207742,0.0,0.0,0.00194534993950614,0.0,0.0,0.0,1.1215002050168537
2023-09-12,BDX,SRE,-0.3665119521032513,0.0,0.0,-0.013647745932263035,-0.0,0.0,-0.0,1.1215002050168537
2023-09-13,BDX,SRE,-0.3230223148794662,0.0,0.0,0.002365827337106905,0.0,0.0,0.0,1.1215002050168537
2023-09-14,BDX,SRE,-0.5585324889109737,0.0,0.0,-0.00798887811888226,-0.0,0.0,-0.0,1.1215002050168537
2023-09-15,BDX,SRE,-0.6243912752021968,0.0,0.0,-0.0016049051765527666,-0.0,0.0,-0.0,1.1215002050168537
2023-09-18,BDX,SRE,-0.6012539197541547,0.0,0.0,0.00149594418451719,0.0,0.0,0.0,1.1215002050168537
2023-09-19,BDX,SRE,-0.4772796431018583,0.0,0.0,0.005200090591314833,0.0,0.0,0.0,1.1215002050168537
2023-09-20,BDX,SRE,-0.3579672887717994,0.0,0.0,0.005150995197850468,0.0,0.0,0.0,1.1215002050168537
2023-09-21,BDX,SRE,-0.4449476925503121,0.0,0.0,-0.002303588975178548,-0.0,0.0,-0.0,1.1215002050168537
2023-09-22,BDX,SRE,-0.42899027824545377,0.0,0.0,0.001176454841823632,0.0,0.0,0.0,1.1215002050168537
2023-09-25,BDX,SRE,-0.2528327730865273,0.0,0.0,0.0065591381922779635,0.0,0.0,0.0,1.1215002050168537
2023-09-26,BDX,SRE,-0.678252385640153,0.0,0.0,-0.014353904143265603,-0.0,0.0,-0.0,1.1215002050168537
2023-09-27,BDX,SRE,-0.9476930849942012,0.0,0.0,-0.009041804796474758,-0.0,0.0,-0.0,1.1215002050168537
2023-09-28,BDX,SRE,-0.31221962742216325,0.0,0.0,0.02214727483212472,0.0,0.0,0.0,1.1215002050168537
2023-09-29,BDX,SRE,-0.8466855674527207,0.0,0.0,-0.017280336625587533,-0.0,0.0,-0.0,1.1215002050168537
2023-10-02,BDX,SRE,-0.5959666112938453,0.0,0.0,0.009207205165342304,0.0,0.0,0.0,1.1215002050168537
2023-10-03,BDX,SRE,-0.6349472815827235,0.0,0.0,-0.00037313683608045014,-0.0,0.0,-0.0,1.1215002050168537
2023-10-04,BDX,SRE,-0.5838063485597483,0.0,0.0,0.002497579236571917,0.0,0.0,0.0,1.1215002050168537
2023-10-05,BDX,SRE,-0.4211740739602966,0.0,0.0,0.006172185972760382,0.0,0.0,0.0,1.1215002050168537
2023-10-06,BDX,SRE,-0.41046362597896685,0.0,0.0,0.0013504911261625258,0.0,0.0,0.0,1.1215002050168537
2023-10-09,BDX,SRE,-0.2129569305340698,0.0,0.0,0.006851770264819209,0.0,0.0,0.0,1.1215002050168537
2023-10-10,BDX,SRE,-0.07162815525418602,0.0,0.0,0.0051507537329653005,0.0,0.0,0.0,1.1215002050168537
2023-10-11,BDX,SRE,-1.0511380416887972,0.0,0.0,-0.025515710784260473,-0.0,0.0,-0.0,1.1215002050168537
2023-10-12,BDX,SRE,-1.6156730096726601,0.0,0.0,-0.012858951352964013,-0.0,0.0,-0.0,1.1215002050168537
2023-10-13,BDX,SRE,-1.5512912572353343,0.0,0.0,0.0019254011008561977,0.0,0.0,0.0,1.1215002050168537
2023-10-16,BDX,SRE,-1.6263076849548808,0.0,0.0,-0.0019033519792873042,-0.0,0.0,-0.0,1.1215002050168537
2023-10-17,BDX,SRE,-1.5719894106154777,0.0,0.0,-0.00031940911443326917,-0.0,0.0,-0.0,1.1215002050168537
2023-10-18,BDX,SRE,-1.4753965340025743,0.0,0.0,0.0010119911369736697,0.0,0.0,0.0,1.1215002050168537
2023-10-19,BDX,SRE,-1.5548695922050488,0.0,0.0,-0.003770430821679153,-0.0,0.0,-0.0,1.1215002050168537
2023-10-20,BDX,SRE,-1.1879042664651691,0.0,0.0,0.008714900721103872,0.0,0.0,0.0,1.1215002050168537
2023-10-23,BDX,SRE,-1.4583675386319144,0.0,0.0,-0.008724429579862894,-0.0,0.0,-0.0,1.1215002050168537
2023-10-24,BDX,SRE,-1.2028583303792035,0.0,0.0,0.005734275158109627,0.0,0.0,0.0,1.1215002050168537
2023-10-25,BDX,SRE,-1.7064094719803908,0.0,0.0,-0.015782391810060605,-0.0,0.0,-0.0,1.1215002050168537
2023-10-26,BDX,SRE,-1.8990994852833079,0.0,0.0,-0.008084523825755472,-0.0,0.0,-0.0,1.1215002050168537
2023-10-27,BDX,SRE,-1.9932863343629512,0.0,0.0,-0.005677827412168633,-0.0,0.0,-0.0,1.1215002050168537
2023-10-30,BDX,SRE,-1.9270659567524693,0.0,0.0,-0.0010563174621153865,-0.0,0.0,-0.0,1.1215002050168537
