Date,KDP-MCD,BDX-EVRG,DHI-ITW,BDX-CMS,BDX-SRE,BDX-LNT,BDX-SO,BDX-ETR,BKNG-MGM,CFG-MGM
2023-04-27,-0.07631741638484466,-0.015291190596045414,0.037668717585225574,-0.014498396232121638,-0.015022183499414754,-0.013909573589821214,-0.015665224689426403,-0.012919496338832333,-0.0062483346418947625,0.012211480711595044
2023-04-28,-0.02937696360394197,-0.006404495231850619,-0.004926592270981375,-0.005011534802451928,-0.004962112956316405,-0.003621580390207623,-0.0037121911226750894,-0.0028189873016693473,-0.0032977706247374287,-8.886444955704884e-05
2023-05-01,-0.011079223879044541,-0.0016049001239729745,0.036803768061687184,-0.006891047376325075,-0.001983490223238218,-0.0030390520313323373,-0.002248865486636203,-0.004242508664585165,0.008387541446177458,-0.09084037740603354
2023-05-02,-0.0028139496809625186,-0.0005712548987384476,-0.07565134744958738,0.0050340550281824025,-0.0004142342442066283,0.0018876274498067004,0.0030514547124890967,0.003299087556364958,-0.010039880823913595,-0.051570260547611636
2023-05-03,0.018704904725430144,0.002172705975732538,-0.023805228547420232,-0.0008211369150070199,-0.00043382355180682014,0.00010677151334964466,0.0012084035510862077,-0.0001676468029558932,0.005704638066827368,0.013030654446022076
2023-05-04,-0.008957446707662832,0.046303931578577075,-0.010724041646772466,0.04618200892412892,0.04489117180254993,0.04465038105037343,0.04538550799359462,0.04596510973835221,0.007374038008345804,-0.03633359551337282
2023-05-05,0.01692247361526239,-0.0022301000108365357,0.012246711106855823,-0.0012999094152686087,-0.002012693869714376,0.0,0.0,-0.0015424271694291147,0.015919568284659333,0.055827853644936164
2023-05-08,-0.011850412158660936,0.0047398993473168425,-0.014568701966357097,0.004107557610887618,0.008070733975794522,-0.0,-0.0,0.006913292556276934,0.0,-0.03164375167871368
2023-05-09,-0.004154549603474199,-0.0,-0.007019176169170931,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,0.012123625055872372
2023-05-10,-0.003326232936858145,-0.0,0.005326507279505585,0.0,0.0,0.0,0.0,0.0,0.0,-0.01573393683205474
2023-05-11,0.0020030842083610207,0.0,-0.009111615484386684,0.0,0.0,0.0,0.0,0.0,0.0,-0.01710664311208169
2023-05-12,0.002117404095104962,0.0,0.009248006022308347,0.0,0.0,0.0,0.0,0.0,-0.0,0.010499179637610349
2023-05-15,-0.008601509750330905,-0.0,-0.0061311828780340975,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,0.024650725979184822
2023-05-16,-0.008748032314327987,0.0,-0.039752885152802564,0.0,0.0,0.0,0.0,0.0,0.0,0.001291165016593418
2023-05-17,0.010828973341558459,0.0,0.01785578597525648,0.0,0.0,0.0,0.0,0.0,0.0,0.03160478993910186
2023-05-18,-0.01012389302145586,0.0,-0.012863962318936724,0.0,0.0,0.0,0.0,0.0,-0.0005,-0.015727267248090475
2023-05-19,-0.007109217115573663,0.0,0.023088805657343222,0.0,0.0,0.0,0.0,0.0,0.0012230260684625337,0.002592652318288863
2023-05-22,0.026898048398106795,-0.0,0.01462346587878767,-0.0,-0.0,-0.0,-0.0,-0.0,0.024046246216008794,0.04070597124825951
2023-05-23,0.015349485364119217,-0.0,-0.008174734309205275,-0.0,-0.0,-0.0,-0.0,-0.0,0.0001817198923109338,0.06643853907825287
2023-05-24,-0.001318817791934256,-0.0,-0.01251328433595607,-0.0,-0.0,-0.0,-0.0,-0.0,0.0009223021320253124,-0.0
2023-05-25,-0.010048557323306062,-0.0,-0.003988792246905816,-0.0,-0.0,-0.0,-0.0,-0.0,0.012242578500132018,-0.0
2023-05-26,-0.006540589475519826,-0.0,0.02233984906765771,-0.0,-0.0,-0.0,-0.0,-0.0,0.006823179795099654,-0.0
2023-05-30,-0.008626345458346774,-0.0,-0.017603009485128586,-0.0,-0.0,-0.0,-0.0,-0.0,0.01612450484272214,0.0
2023-05-31,0.0030967857708290875,0.0,-0.026780439384972536,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0
2023-06-01,-0.009476450317872039,0.0,0.0070479587191929136,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-06-02,-0.005270041409375507,0.0,0.016110997422431855,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-06-05,0.0014258768280220723,0.0,-0.01841415310931797,0.0,0.0,0.0,0.0,0.0,0.0,-0.0
2023-06-06,0.008246860316581455,-0.0,-0.011504546359787048,-0.0,-0.0,-0.0,-0.0,-0.0,0.0,0.0
2023-06-07,0.018095294903947907,-0.0,0.05995050595000399,0.0,0.0,0.0,0.0,0.0,-0.0,0.0
2023-06-08,-0.01253563687446128,-0.0,0.009622957689911501,-0.0,-0.0,-0.0,-0.0,-0.0,0.0,-0.0
2023-06-09,-0.007246937746020731,0.0,-0.0033280915821186675,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0
2023-06-12,-0.009676040793202955,-0.0,-0.0035140667117343222,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
2023-06-13,0.009322843979291203,0.0,0.03204492865702136,0.0,0.0,0.0,0.0,0.0,-0.0,0.0
2023-06-14,0.008023954858671096,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0
2023-06-15,-0.01651106427866137,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-06-16,0.00854962371735946,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0
2023-06-20,-0.004900409208526058,-0.0,0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
2023-06-21,-0.011763504474503588,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,-0.0
2023-06-22,0.010430207383350727,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0
2023-06-23,-0.010083141517440962,0.0,0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
2023-06-26,0.001332145217136032,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
2023-06-27,-0.004591624310569474,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-06-28,-0.012999673551508375,0.0,0.0,0.0,0.0,0.0,0.0,-0.0005,-0.0,-0.0
2023-06-29,-0.008761753546615795,-0.0005,-0.0,0.0,0.0,0.0,0.0,-0.0058874990424258155,-0.0,-0.0
2023-06-30,0.001154941339312621,-0.0076390823121572715,0.0,-0.0005,-0.0005,-0.0005,0.0,-0.008703731460270675,0.0,-0.0
2023-07-03,0.020220287134776672,0.010426041259091225,-0.0,0.013394580510990965,0.00953352705689855,0.011190462949214604,-0.0,0.010082730346830701,0.0,0.0
2023-07-05,0.000849033218837527,0.012330039870441093,0.0,0.008356076080067217,0.008305058687430446,0.008878445091302626,-0.0,0.009006450505797316,-0.0,0.0
2023-07-06,0.02127049187486827,0.004548286796723964,-0.0,0.0045374083028098195,0.0014349989375392015,0.004068041478695222,-0.0,0.004468435286663531,-0.0,0.0
2023-07-07,-0.0,0.0016804528467266417,-0.0,0.003799324409093684,0.007397883565436744,0.003899536903600592,-0.0,0.003915138523570139,-0.0,0.0
2023-07-10,-0.0,-0.006810781272510954,0.0,-0.004830362632120153,-0.0018355101457586075,-0.00570379556235222,0.0,-0.005564596820578975,0.0,-0.0
2023-07-11,-0.0,-0.0009663143827495875,-0.0,-0.0023879881937201343,-0.0018182401739737846,-0.0019040799942519424,0.0,-0.003383257533719362,0.0,0.0
2023-07-12,-0.0,0.010418922494380096,0.0,0.008250186449080649,0.006150692011709615,0.007394268963347169,-0.0,0.004606501063189395,-0.0,0.0
2023-07-13,0.0,-0.0026939484087751884,0.0,-0.00492408889136651,-0.0033367028544896067,-0.002706099192557178,0.0,-0.0030795289296318682,-0.0,-0.0
2023-07-14,0.0,-6.07365351733692e-05,0.0,0.002762403655331963,-5.589852593694718e-05,0.0015252399211044389,-0.0,0.004500181825786721,0.0,-0.0
2023-07-17,-0.0,0.005620861048938301,-0.0,0.005328469825139598,0.006022028265551423,0.005593019701542981,-0.0,0.007547383937775198,-0.0005,0.0
2023-07-18,0.0,0.0,-0.0,0.0,-0.0008953765837782729,0.0,0.0,0.001960266408575515,0.0035365814422938426,0.0
2023-07-19,0.0,-0.0,-0.0,-0.0,0.008023018010161524,-0.0,-0.0,0.011199500474902067,0.01851572448962773,0.0
2023-07-20,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.002060790213524326,0.0
2023-07-21,0.0,0.0,0.0,-0.0,0.0,0.0,-0.0,0.0,-0.0030456296482188703,-0.0
2023-07-24,-0.0,-0.0005,0.0,-0.0005,-0.0005,-0.0005,-0.0005,-0.0005,0.004945982113234563,0.0
2023-07-25,0.0,-0.012797943418215552,-0.0,-0.009951710932848848,-0.011547988971320351,-0.011807798419369266,-0.012858682119742067,-0.011885149199928472,-0.01074109685854567,-0.0
2023-07-26,0.0,0.0038015919025190825,-0.0,0.0035520193216450964,0.0028495722392821643,0.0023146807085762102,0.0032114153106971525,0.0016460434835500295,-0.0015297230084843575,0.0
2023-07-27,-0.0005,-0.01225548874650944,-0.0,-0.011742241660290396,-0.007849713921629331,-0.008639986280991198,-0.0034638712201853997,-0.004769971842323686,0.00010575340534020106,-0.0
2023-07-28,-0.009257439178696106,0.013700359245582522,-0.0,0.008688925183143688,0.011479387799337624,0.01060959653440315,0.010094685907359385,0.010654459160786715,-0.012262797363133224,-0.0
2023-07-31,-0.005901466444689819,0.004937683076107223,-0.0005,0.006335077167320851,0.0055306753286215055,0.005288197665098138,0.006053727085044627,0.004583149400156776,0.012800453546997718,0.0
2023-08-01,-0.011909294894828892,-0.002720267827881508,0.0738421092952435,-0.0029521681221881106,-0.00324983114823093,-0.0020579596133148336,-0.0028711354800077292,-0.003780930142925373,0.013137640359859658,-0.0
2023-08-02,-0.015367576654555664,0.009638266265839603,-0.0,0.007527480567436439,0.007551099371054703,0.008184625560236563,0.007359184942259342,0.008907116280393543,0.0037337371533911912,0.0
2023-08-03,0.021046948684570983,0.019064872834764084,-0.0,0.02016863691701044,0.020452498311348426,0.019419090204345187,0.020470326955653498,0.019204518345244066,-0.01469678222563893,-0.0005
2023-08-04,-0.00614705585321507,-0.014885166862692069,0.0,-0.011032723250787474,-0.010575442404897896,-0.010294383711696425,-0.010194051123381462,-0.009518853741289449,-0.08267935102393591,-0.006351920384226524
2023-08-07,0.010895251941526029,-0.013965941956719095,-0.0,-0.017240754816305878,-0.015274919874617114,-0.016060461852672625,-0.01566025072406463,-0.01736760650785636,-0.05059183842267791,0.004341543216250356
2023-08-08,0.004391373777870333,-0.018233062336254036,0.0,-0.01927504411165537,-0.019264638832173525,-0.020085768139581732,-0.018669140078831845,-0.020721856303904506,0.007879355337186535,0.021418838875796566
2023-08-09,-0.011042302427344256,-0.0013970730336650163,-0.0,-0.0030727484109099347,-0.0005445581730817298,-0.0018055805047418785,-0.0003503691205882394,-0.0028677685548507146,0.004468009726879282,0.00876777381730287
2023-08-10,0.004047905918037238,0.01479894860078198,0.0,0.014375631637368325,0.013770055601143095,0.016110976174278407,0.01607073918723637,0.016323183612883544,0.0007684524688331782,0.008526616765547368
2023-08-11,-0.007832108212528619,-0.01638335859596838,0.0,-0.01628951501994619,-0.015392629104324741,-0.016724622944979388,-0.017880983874306963,-0.017735804200789934,-0.0005371980991357396,-0.010705939767683886
2023-08-14,0.0025332721722086853,-0.005490335843725523,-0.0,-0.005329899743253977,-0.004958778731559478,-0.0053586377689230046,-0.0032760967045526376,-0.001147266933066198,-0.010259870765586388,0.03449290764296216
2023-08-15,0.006001671386623851,0.00434914432607033,-0.0005,0.004752240775436981,0.005468106821306912,0.006134957360820544,0.007345918544058596,0.005780503699162604,-0.0031049228442826485,0.017518072910394526
2023-08-16,-0.022918885902950235,0.012812524122327335,0.030527401666065924,0.014122543761173324,0.013096298117190385,0.011591588405885813,0.011499055319449149,0.013195902372882859,-0.002596673775920301,0.0
2023-08-17,-0.009025739820654,0.0027702455758535707,0.05031302095348454,0.0034566569495600953,0.0052553936336643455,0.00296654677757703,0.004821145881032512,0.0028748315375938505,0.015120913443186714,0.0
2023-08-18,-0.002863073140669724,0.008182816052480278,0.0,0.009557924713435646,0.006133767525402097,0.008772422461946601,0.007558529234872575,0.008243638491734236,0.017286100859341444,-0.0
2023-08-21,-0.003399883934837658,-0.009201733530719335,-0.0,-0.01012093740743739,-0.0053875228270370045,-0.008949278390226308,-0.007658930109372691,-0.008448506589184978,-0.00032846291533526013,-0.0
2023-08-22,0.006474911638739519,0.0021555162410706544,0.0,0.0012335714165706826,0.0004952450624942367,0.0003898314318972843,8.928641722917948e-05,-0.0012896092210078075,-0.0037444791779438448,-0.0
2023-08-23,0.0004229804071070936,-0.004248800754903323,-0.0,-0.0036929464382148493,-0.002690350155863174,-0.004145434571939487,-0.00556237634043686,-0.0027989664075386655,-0.0036603736185674522,-0.0
2023-08-24,0.008516794932811463,-0.0018802164569777149,0.0,-0.00046900943870335744,-0.004168468988199641,-0.0012388736088718647,-9.173023610370483e-05,-0.0017052164347094957,0.016903962475993854,0.0
2023-08-25,0.013546476855416528,-0.00634766067667179,-0.0,-0.008809267627718427,-0.007581964701035021,-0.007985351374090188,-0.008723823797394642,-0.010807730824649475,-0.0075575714361614315,-0.0
2023-08-28,-0.016184707857735334,-0.00662852540114074,-0.0,-0.007104098061703757,-0.0054847134216347015,-0.005990693487970669,-0.005359042073341789,-0.00411591205962095,0.0004235572329631312,0.0
2023-08-29,-0.006282488109535015,0.002702361282024179,-0.0,0.0008248982973757644,0.0009005572538265108,0.0011830941728050172,0.0016614167886493294,0.00785748501234493,-0.00906449189331633,0.0
2023-08-30,0.006476040344131826,-0.00697695951973485,-0.0,0.003191447801311251,0.0006143079701805445,0.004053268922174555,0.004321405503381475,0.0006575222427632889,-0.0020818594925904425,-0.0
2023-08-31,-0.0028461590527640857,-0.00021698427830684148,0.0,9.637432967040793e-05,0.0004081566770385704,-0.0006907280639375027,0.0002440655915699969,-0.0011136328643839549,0.007729016567580967,0.0
2023-09-01,0.002116644190532072,-0.006097593628646109,0.0,-0.0008601233776122973,0.0028775389436404165,0.0013802361809535546,0.00193181136698442,0.0009471414422358966,0.0002876553343865813,0.0
2023-09-05,0.007703449693931456,0.013987555636187744,-0.0,0.017174024672254554,0.016606910396679126,0.017016023046896006,0.017293839568981437,0.015401757928587525,-0.020158728990747977,0.0
2023-09-06,-0.019959984723692488,0.027313896655110036,0.0,0.023136914662293923,0.024371415938301232,0.024768421500034596,0.02247135643037875,0.026061898748182707,0.003471854468526863,-0.0
2023-09-07,0.008699309127183363,-0.002847737336128383,0.0,0.0,0.0,0.0,0.0,0.0,0.011428574679723559,-0.0
2023-09-08,0.0021723228786297813,0.0029695890367704572,0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.009474120308166181,0.0
2023-09-11,-0.0028603005004377326,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.022446805737780618,0.0
2023-09-12,0.01198455893637996,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.004010464160980536,0.0
2023-09-13,0.008251663555108493,-0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.013234883134763765,-0.0
2023-09-14,-0.004025672181764084,-0.0,0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.024860001230737044,0.0
2023-09-15,-0.015635763471390257,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,0.006774969706745907,-0.0
2023-09-18,-0.012566431615126727,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.007439061203807936,-0.0
2023-09-19,0.008855010756687046,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00321605456936902,0.0
2023-09-20,-0.014570503457960881,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.009631396579441589,0.0
2023-09-21,-0.011972387519503639,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.008260788006430153,0.0
2023-09-22,0.010553995918221159,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,-0.014113226471981086,-0.0
2023-09-25,0.009156112432957098,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,-0.007884028805784883,-0.0
2023-09-26,0.0010831778415947638,-0.0,0.0,-0.0,-0.0,-0.0,-0.0,-0.0,0.012011181432307878,-0.0
2023-09-27,-0.002311577899945221,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.011240466447600201,-0.0
